"연도","상담유형","상담분류","상담세분류","상담건수"
"2022","금융기관알선대출","연금수급자 신용대출","대출신청 구비서류","91"
"2022","재해보상급여","공무상요양승인","청구시효(승인신청)","91"
"2022","연금지","연금수필문학상","원고(내용, 분량)","88"
"2022","연금수급자 관리","신분변동관련","개인정보수집","87"
"2022","맞춤형복지","사용자시스템","카드(영수증) 청구기간","86"
"2022","퇴직급여","급여 제한","잔여퇴직급여 청구","85"
"2022","퇴직급여","급여지급 및 계좌관련","퇴직급여산정","84"
"2022","급여제도","연금부담금","","84"
"2022","퇴직급여","급여지급 및 계좌관련","퇴직급여 지급결정 안내문 재발송","82"
"2022","대여학자금","학자금 상환업무","공직자재산등록","80"
"2022","부조급여","재해부조금","신청서류,절차(재해부조금)","80"
"2022","기타 경영사항","지부 및 상록회관 관련 문의","기타","79"
"2022","연금대출","연금대출상환","원천공제자 미납금 납부","77"
"2022","연금지","연금수필문학상","접수여부","77"
"2022","연금수급자 관리","재임용-재퇴직","재퇴직에 따른 신고절차","76"
