"연도","상담유형","상담분류","상담세분류","상담건수"
"2020","연금수급자 관리","일부정지","일부정지대상","12984"
"2020","맞춤형복지","운영자시스템","인사변동처리(맞복)","10268"
"2020","연금수급자 관리","신분변동관련","계좌번호 변경","10229"
"2020","퇴직급여","연금개시연령","연금개시연령","10054"
"2020","재직관리","기여금","기여금액 확인","9479"
"2020","부조급여","사망조위금","신청서류,절차(사망조위금)","9467"
"2020","재해보상급여","공무상요양승인","요양승인신청서류,절차","9131"
"2020","연금수급자 관리","연금지급일, 지급액 문의","","9080"
"2020","대여학자금","학자금 상환업무","중복수혜자 상환절차","8788"
"2020","퇴직급여","퇴직급여신청","신청서류 및 신청절차","8083"
"2020","연금지","연금지 구독 문의","연금지 재발송 및 주소변경","7970"
"2020","연금수급자 관리","신분변동관련","주소, 전화번호, 이메일 변경","7915"
"2020","재직관리","임용전군복무기간산입","신청절차 및 납부","7802"
"2020","연금수급자 관리","신분변동관련","계좌확인 및 변경방법 문의","7762"
"2020","전산관련","홈페이지관련","홈페이지 일반문의","7718"
"2020","맞춤형복지","사용자시스템","카드등록문의","7680"
"2020","전산관련","홈페이지관련","홈페이지 비밀번호 문의","7654"
"2020","퇴직급여","퇴직급여신청","퇴직급여 일반","7367"
"2020","재직관리","기여금","기여금 과미납","7280"
"2020","연금대출","연금대출신청","대출상환 후 재대출","7053"
"2020","연금대출","연금대출신청","연금대출 인터넷 신청절차","6983"
"2020","민원서류 발급","발급신청","퇴직연금증서","6603"
"2020","재직관리","재직기간 합산","합산신청 및 승인절차","6431"
"2020","유족급여","유족연금승계","신청서류 및 신청절차","6193"
"2020","부조급여","사망조위금","인터넷청구(사망조위금)","6192"
"2020","주택사업","임대주택","재계약 절차 /재계약요건","6031"
"2020","민원서류 발급","발급신청","공무원연금내역서","5871"
"2020","기타","전화끊김/통화중/무응답","","5798"
"2020","민원서류 발급","발급신청","연금소득원천징수영수증","5654"
"2020","연금대출","연금대출상환","일부상환 및 절차","5637"
"2020","부조급여","사망조위금","진행사항(사망조위금)","5618"
"2020","금융기관알선대출","융자추천발급확인서","발급방법","5551"
"2020","교육","퇴직예정자교육","교육과정 및 교육신청방법","5508"
"2020","유족급여","분할연금","","5472"
"2020","대여학자금","학자금 상환업무","학자금 상환시기,잔액확인","5444"
"2020","연금대출","연금대출상환","상환내역 확인","5437"
"2020","퇴직급여","퇴직급여신청","인터넷신청","5352"
"2020","연금대출","연금대출상환","미납 상환 및 절차","5200"
"2020","맞춤형복지","운영자시스템","배정 및 기준(맞복)","5186"
"2020","민원서류 발급","발급신청","급여지급사실확인서","5166"
"2020","기타","타기관 전화","","5144"
"2020","맞춤형복지","사용자시스템","카드사용 청구방법","5082"
"2020","맞춤형복지","사용자시스템","카드매출내역확인(맞복)","4806"
"2020","연금수급자 관리","일부정지","일부정지금액 정산","4781"
"2020","연금수급자 관리","연금소득 과세제도","자녀의 연말정산시 부양가족 해당여부","4646"
"2020","대여학자금","학자금 인터넷 대부","인터넷 신청 입력방법","4575"
"2020","연금수급자 관리","연금액 문의","연금인상액 문의","4395"
"2020","연금담당자","연금담당자 등록, 변경","","4357"
"2020","연금대출","연금대출상환","상환금액 안내(전액, 당월분)","4095"
"2020","연금대출","연금대출신청","신청시기","4060"
"2020","재해보상급여","공무상요양비","청구절차,서류(요양비)","4013"
"2020","금융기관알선대출","금융기관알선대출","대출 가능 금액 조회","4011"
"2020","연금지","연금지 구독 문의","연금지 기타","4004"
"2020","연금대출","연금대출신청","진행상황 확인","3953"
"2020","연금대출","연금대출신청","연금대출 구비서류","3814"
"2020","퇴직급여","급여지급 및 계좌관련","급여액 및 지급일,공제액 확인","3754"
"2020","맞춤형복지","사용자시스템","회원가입,로그인(맞복)","3694"
"2020","퇴직급여","퇴직급여 전반","퇴직급여 전반","3669"
"2020","재직관리","기여금","기여금 면제월","3529"
"2020","부조급여","사망조위금","지급대상,금액(사망조위금)","3335"
"2020","공적연금연계","연계신청","연계대상","3123"
"2020","재직관리","재직기간","재직정보 확인","3046"
"2020","전산관련","홈페이지관련","원격지원","2990"
"2020","맞춤형복지","사용자시스템","임시비밀번호발송","2963"
"2020","재직관리","재직기간 합산","재직기간 합산대상","2918"
"2020","재직관리","재직정보문의 및 변경","","2887"
"2020","맞춤형복지","사용자시스템","시스템 문의(맞복)","2855"
"2020","연금대출","연금대출상환","상환기간 조정","2854"
"2020","재직관리","기여금","입금확인","2829"
"2020","재해보상급여","공무상기간연장","기간연장 신청절차(서류)","2756"
"2020","맞춤형복지","운영자시스템","운영자 승계, 등록(맞복)","2733"
"2020","대여학자금","학자금 인터넷 대부","대부신청 처리현황","2710"
"2020","주택사업","임대주택","입주자격 문의","2679"
"2020","유족급여","유족급여신청","안심상속서비스","2674"
"2020","대여학자금","학자금 인터넷 대부","구비서류","2630"
"2020","맞춤형복지","사용자시스템","지급시기문의(맞복)","2504"
"2020","재해보상급여","공무상요양승인","진행사항(승인신청)","2479"
"2020","맞춤형복지","운영자시스템","승인및지급처리(맞복)","2419"
"2020","연금지","연금지 구독 문의","연금지 (무료구독 후) 해지","2377"
"2020","대여학자금","학자금 상환업무","학자금 완납 상환","2364"
"2020","연금수급자 관리","연금소득 과세제도","종합소득세 신고","2313"
"2020","맞춤형복지","운영자시스템","보험문의","2307"
"2020","맞춤형복지","사용자시스템","영수증청구방법(맞복)","2233"
"2020","연금대출","연금대출신청","연금대출 적용이율","2229"
"2020","전산관련","홈페이지관련","홈페이지 로그인장애","2197"
"2020","퇴직급여","퇴직급여신청","퇴직급여유선청구","2151"
"2020","연금대출","연금대출신청","기타","2076"
"2020","유족급여","유족연금수급권의 이전 및 상실","상실신고","2061"
"2020","연금대출","연금대출상환","상환계좌 변경방법","2058"
"2020","연금대출","연금대출신청","팩스수신","2033"
"2020","유족급여","유족급여신청","신청서류 및 신청절차","2010"
"2020","연금수급자 관리","일부정지","일부정지 해지","1953"
"2020","주택사업","임대주택","기타","1841"
"2020","재직관리","재직기간","전출입특례","1824"
"2020","유족급여","유족연금승계","유족연금승계율","1804"
"2020","맞춤형복지","사용자시스템","온누리상품권","1782"
"2020","연금수급자 관리","신분변동관련","연금수급자 신상확인","1782"
"2020","맞춤형복지","항목구성","배정기준(맞복)","1780"
"2020","유족급여","연금법상 유족의 정의와 범위","연금법상 유족의 정의와 범위","1771"
"2020","대여학자금","학자금 상환업무","퇴직시 학자금 상환절차","1767"
"2020","재해보상급여","공무상요양비","지급대상(요양비)","1763"
"2020","민원서류 발급","발급신청","기여금 납부내역","1752"
"2020","재직관리","기여금","기타","1748"
"2020","재직관리","재직기간 합산","승인내역확인","1704"
"2020","연금수급자 관리","신분변동관련","평생안심통장","1685"
"2020","대여학자금","학자금 상환업무","학자금 일부 상환","1681"
"2020","금융기관알선대출","연금수급자 신용대출","연금수급자대출 가능금액","1644"
"2020","재해보상급여","공무상요양승인","승인정보확인","1606"
"2020","대여학자금","학자금 상환업무","학자금 상환방법","1575"
"2020","주택사업","임대주택","퇴거신청 및 절차","1574"
"2020","금융기관알선대출","융자추천발급확인서","융자추천서 발급 폐기","1569"
"2020","연금대출","연금대출신청","연금대출 취소","1569"
"2020","재직관리","재직기간 합산","미수령합산","1559"
"2020","민원서류 발급","발급신청","연금수급증","1557"
"2020","아웃콜","아웃콜","일부정지(신규자)","1555"
"2020","주택사업","임대주택","보증금(월세)","1522"
"2020","연금대출","연금대출상환","기타","1510"
"2020","주택사업","임대주택","월임대료관련문의","1456"
"2020","금융기관알선대출","연금수급자 신용대출","연금수급자 대출신청절차","1456"
"2020","재직관리","재직기간 합산","납부방법 변경","1448"
"2020","재직관리","재직기간 합산","합산반납금 예측","1445"
"2020","교육","퇴직예정자교육","교육비 수납 및 환불","1444"
"2020","대여학자금","학자금 인터넷 대부","대여학자금 신청시기 문의","1427"
"2020","금융기관알선대출","금융기관알선대출","가계자금 대출상환","1417"
"2020","부조급여","사망조위금","장례용품","1363"
"2020","연금수급자 관리","일부정지","일부정지 조정","1348"
"2020","연금대출","연금대출신청","보증보험신청","1345"
"2020","대여학자금","학자금 상환업무","상환금액 입금확인","1336"
"2020","재직관리","기여금","개별수납 방법/계좌","1335"
"2020","주택사업","분양주택","국민주택알선","1334"
"2020","교육","퇴직예정자교육","교육확정 및 신청삭제","1297"
"2020","재직관리","재직기간","퇴직(유족)급여 재직기간","1270"
"2020","교육","퇴직예정자교육","교육장 위치, 교통편 등 기타","1244"
"2020","대여학자금","학자금 인터넷 대부","팩스 수신확인","1240"
"2020","민원서류 발급","발급신청","대부상환사실 확인서","1238"
"2020","연금수급자 관리","연금소득 과세제도","과세대상 연금소득액 확인","1232"
"2020","재직관리","기여금","기여금/소급기여금 개념","1170"
"2020","퇴직급여","예상퇴직금","금액 산정 문의","1165"
"2020","부조급여","사망조위금","우선순위(사망조위금)","1156"
"2020","재직관리","임용전군복무기간산입","승인내역확인","1139"
"2020","기타 경영사항","공단 경영사항 일반","기타","1133"
"2020","연금대출","연금대출신청","입금소요시간","1133"
"2020","공적연금연계","연계신청","신청절차","1121"
"2020","대여학자금","학자금 인터넷 대부","인터넷 신청 화면위치","1115"
"2020","대여학자금","학자금 상환업무","학생 신상변동신고","1102"
"2020","기타 경영사항","공단 경영사항 일반","은퇴자공동체마을","1093"
"2020","재직관리","기준소득월액","산정방법","1086"
"2020","재직관리","기준소득월액","기준소득월액 금액확인","1080"
"2020","퇴직급여","퇴직급여신청","명예퇴직 신청 및 명예퇴직금문의","1079"
"2020","퇴직급여","퇴직급여의 변경","급여 변경 신청가능 기간","1019"
"2020","연금지","연금지 구독 문의","연금지 구독","1015"
"2020","퇴직급여","퇴직급여 산정방법","퇴직급여 산정방법","1006"
"2020","재해보상급여","공무상요양비","진행사항(요양비)","1002"
"2020","맞춤형복지","운영자시스템","온누리상품권","999"
"2020","재해보상급여","공무상기간연장","진행사항(기간연장)","989"
"2020","금융기관알선대출","금융기관알선대출","대출신청 절차","958"
"2020","퇴직급여","퇴직급여신청","퇴직급여 기타","921"
"2020","맞춤형복지","항목구성","단체보험(맞복)","911"
"2020","기타","내부전화","기타 내부통화","909"
"2020","연금대출","연금대출신청","입금예정일 변경","892"
"2020","전산관련","모바일서비스 문의","모바일 문의","888"
"2020","부조급여","사망조위금","지급정보(사망조위금)","886"
"2020","민원서류 발급","발급신청","퇴직소득원천징수영수증","879"
"2020","재직관리","기여금","기여금 소득공제 관련","870"
"2020","대여학자금","학자금 인터넷 대부","대부가능금액","856"
"2020","퇴직급여","급여 제한","제한사유 및 제한 비율","851"
"2020","연금수급자 관리","연금수급자 건강보험료 부과 관련 민원","","851"
"2020","재해보상급여","장해급여","청구서류,절차(장해급여)","848"
"2020","맞춤형복지","사용자시스템","잔여포인트","833"
"2020","대여학자금","학자금 인터넷 대부","대부신청 대상","809"
"2020","대여학자금","학자금 상환업무","학사정보상이내역 문의","809"
"2020","재직관리","임용전군복무기간산입","산입대상","774"
"2020","연금수급자 관리","기초노령연금","","774"
"2020","대여학자금","학자금 상환업무","조기상환 신청","754"
"2020","기타 경영사항","지부 및 상록회관 관련 문의","지부 위치","749"
"2020","재직관리","재직기간","재직기간Q&A","744"
"2020","퇴직급여","퇴직급여의 변경","신청서류 및 신청절차","743"
"2020","주택사업","임대주택","퇴거보증금 환불","727"
"2020","후생복지사업","제휴후생복지사업(숙박등)","기타제휴숙박시설","725"
"2020","재직관리","재직기간 합산","인터넷신청","712"
"2020","기타","기타","기타","692"
"2020","재직관리","재직기간 합산","개별납부방법","692"
"2020","대여학자금","학자금 상환업무","착오대부","674"
"2020","후생복지사업","제휴후생복지사업(숙박등)","제휴 장례식장 등 기타 제휴사업","671"
"2020","재직관리","임용전군복무기간산입","기타","669"
"2020","연금대출","연금대출상환","상환계좌번호 확인","665"
"2020","재해보상급여","공무상요양승인","공무상재해인정기준","664"
"2020","재직관리","임용전군복무기간산입","인터넷신청","650"
"2020","대여학자금","학자금 상환업무","기타","646"
"2020","연금대출","연금대출상환","개인회생","633"
"2020","주택사업","임대주택","입주일/퇴거일 변경문의","626"
"2020","대여학자금","해외대학대부","해외대부 신청절차","622"
"2020","재직관리","재직기간 합산","합산취소(전기간, 일부기간)","619"
"2020","주택사업","임대주택","입주기간 문의","609"
"2020","후생복지사업","임신출산용품","임신출산용품","608"
"2020","재직관리","재직기간","퇴직수당 재직기간","596"
"2020","재직관리","재직기간 합산","기타","583"
"2020","맞춤형복지","항목구성","필수,자율항목(맞복)","570"
"2020","주택사업","분양주택","분양주택 공고문의","557"
"2020","재직관리","재직기간","연금법적용대상","543"
"2020","대여학자금","학자금 상환업무","전출 전입 퇴직 처리요령","529"
"2020","대여학자금","학자금 상환업무","상환기간 조정","528"
"2020","대여학자금","학자금 상환업무","학자금 상환계좌번호 확인","518"
"2020","재직관리","재직기간 합산","입금확인","518"
"2020","대여학자금","학자금 인터넷 대부","기타","513"
"2020","맞춤형복지","사용자시스템","미사용기관","505"
"2020","퇴직급여","퇴직급여신청","유선청구일반문의","503"
"2020","민원서류 발급","서식요청","기타서식","502"
"2020","기타","내부전화","상담관련 전화","501"
"2020","기타 경영사항","직원 전화번호 안내","직원 전화번호 안내","500"
"2020","연금대출","연금대출상환","연금대출 환불","499"
"2020","민원서류 발급","발급신청","기타 발급불가서류","495"
"2020","대여학자금","학자금 인터넷 대부","입금 소요시간","491"
"2020","재직관리","재직기간소급통산","소급통산 신청 및 승인절차","491"
"2020","연금지","달력 재발송","달력 재발송","485"
"2020","주택사업","임대주택","임대료(보증금)입금확인","480"
"2020","퇴직급여","퇴직급여신청","청구시효","478"
"2020","연금수급자 관리","일부정지","전액정지","469"
"2020","대여학자금","학자금 상환업무","학자금 과납,환불","465"
"2020","기타","상담사 연결요청","","461"
"2020","주택사업","분양주택","분양신청 자격문의","454"
"2020","민원서류 발급","발급신청","유족연금증서","437"
"2020","대여학자금","학자금 인터넷 대부","대부취소","434"
"2020","금융기관알선대출","융자추천발급확인서","진위확인","430"
"2020","교육","퇴직예정자교육","교육선정여부","430"
"2020","아웃콜","아웃콜","공무상요양비 부대경비 안내","427"
"2020","유족급여","유족연금승계","청구서 접수 및 심사진행사항 확인","424"
"2020","민원서류 발급","발급신청","요양승인결정서","422"
"2020","연금수급자 관리","일부정지","산정방법","422"
"2020","부조급여","사망조위금","청구시효(사망조위금)","401"
"2020","재해보상급여","장해급여","지급대상,지급액(장해급여)","387"
"2020","기타 경영사항","공단 경영사항 일반","제도개선 내용문의(연금수급자)","378"
"2020","유족급여","유족연금수급권의 이전 및 상실","이전신고","372"
"2020","주택사업","임대주택","고지서/계약서 출력방법","365"
"2020","연금지","연금지 기사문의","연금지 퀴즈등 당첨 문의","351"
"2020","금융기관알선대출","금융기관알선대출","기타","346"
"2020","재해보상급여","공무상기간연장","정보확인(기간연장)","333"
"2020","대여학자금","학자금 인터넷 대부","대부가능학교","329"
"2020","주택사업","임대주택","임대주택 하자보수","322"
"2020","연금수급자 관리","신분변동관련","개인정보수집","320"
"2020","맞춤형복지","사용자시스템","매출누락접수","315"
"2020","후생복지사업","제휴후생복지사업(숙박등)","제휴쇼핑몰","314"
"2020","유족급여","유족급여신청","급여액 및 지급일,공제액 확인","310"
"2020","맞춤형복지","사용자시스템","카드동의누락접수(맞복)","309"
"2020","후생복지사업","신규후생복지사업","기타 신규 후생복지 사업","302"
"2020","주택사업","임대주택","지연퇴거 문의","297"
"2020","재직관리","기준소득월액","이의신청","297"
"2020","맞춤형복지","운영자시스템","로그인(맞복)","295"
"2020","재직관리","재직기간 합산","합산과미납","284"
"2020","대여학자금","해외대학대부","구비서류","279"
"2020","재직관리","기준소득월액","기타","254"
"2020","유족급여","유족연금승계","장애자녀 등록","254"
"2020","맞춤형복지","사용자시스템","카드(영수증) 청구기간","247"
"2020","재해보상급여","순직유족보상금","청구서류,절차(유족보상금)","243"
"2020","퇴직급여","조기퇴직연금","조기 퇴직 연금 개념","242"
"2020","재해보상급여","장해급여","진행사항(장해급여)","236"
"2020","g-시니어","g-시니어 관련안내","일자리,가입 문의 등","233"
"2020","주택사업","임대주택","유보금 환불","232"
"2020","유족급여","유족연금승계","급여액 및 지급일,공제액 확인","228"
"2020","기타 경영사항","지부 및 상록회관 관련 문의","지부전화 번호 및 팩스안내","226"
"2020","재직관리","재직기간 합산","합산후예상퇴직금","226"
"2020","유족급여","유족급여신청","청구서 접수 및 심사진행사항 확인","224"
"2020","재직관리","재직기간","기타","218"
"2020","대여학자금","학자금 인터넷 대부","중복수혜자 대부확인","216"
"2020","퇴직급여","조기퇴직연금","지급율과 개시연령","213"
"2020","부조급여","재해부조금","신청서류,절차(재해부조금)","211"
"2020","재직관리","재직기간소급통산","소급통산 대상","207"
"2020","연금대출","연금대출상환","유예신청","202"
"2020","공적연금연계","연계신청","반납금 등 납부","200"
"2020","퇴직급여","급여지급 및 계좌관련","공제금액 문의","199"
"2020","행정구제제도","심사청구","청구절차 및 구비서류","196"
"2020","대여학자금","해외대학대부","대부 가능금액","195"
"2020","금융기관알선대출","금융기관알선대출","가계자금 대출 이율","192"
"2020","공적연금연계","연계퇴직연금","연계급여 금액확인","190"
"2020","연금지","연금수필문학상","접수여부","190"
"2020","부조급여","재해부조금","지급대상,금액(재해부조금)","189"
"2020","후생복지사업","제휴카드","","185"
"2020","공적연금연계","연계신청","기타","184"
"2020","재직관리","재직기간 합산","합산반납금 산정방법","180"
"2020","주택사업","임대주택","자동이체","178"
"2020","공적연금연계","연계신청","연계신청 취하","175"
"2020","퇴직급여","퇴직급여 압류","압류의 가부","175"
"2020","연금수급자 관리","입금관련(창구입금포함)","","171"
"2020","급여제도","급여종류","급여종류","171"
"2020","연금지","연금수필문학상","원고(내용, 분량)","170"
"2020","주택사업","분양주택","분양 청약 절차","170"
"2020","재직관리","임용전군복무기간산입","군복무산입개념","168"
"2020","대여학자금","학자금 상환업무","연말정산","166"
"2020","공적연금연계","연계신청","신청접수 확인","163"
"2020","금융기관알선대출","융자추천발급확인서","대출용도 설명","160"
"2020","재직관리","재직기간 합산","합산 개념","157"
"2020","대여학자금","해외대학대부","대부신청 처리현황","155"
"2020","재직관리","재직기간","휴직기간","154"
"2020","주택사업","임대주택","입주포기","147"
"2020","각종민원","민원,건의사항","건의사항","147"
"2020","후생복지사업","후생복지 위수탁 업체","천안상록리조트(천안상록골프장)","146"
"2020","퇴직급여","퇴직소득 과세제도","퇴직소득원천징수영수증","144"
"2020","재해보상급여","공무상요양승인","청구시효(승인신청)","143"
"2020","연금지","연금지 구독 문의","달력 발송 기타","143"
"2020","대여학자금","학자금 상환업무","학자금 미납금 납부방법","139"
"2020","맞춤형복지","사용자시스템","청구취소(카드,영수증)","132"
"2020","공적연금연계","연계퇴직연금","연계급여 개시연령","131"
"2020","재해보상급여","공무상요양비","청구시효(요양비)","123"
"2020","재직관리","기준소득월액","기준소득자료전송방법","121"
"2020","연금수급자 관리","일부정지","기타","121"
"2020","대여학자금","학자금 상환업무","공직자재산등록","116"
"2020","퇴직급여","급여지급 및 계좌관련","퇴직급여 지급결정 안내문 재발송","115"
"2020","퇴직급여","급여 제한","잔여퇴직급여 청구","114"
"2020","재해보상급여","장해급여","비공무상장해","114"
"2020","재해보상급여","순직유족보상금","지급대상,지급액(유족보상금)","113"
"2020","퇴직급여","퇴직급여의 변경","예상퇴직금액","112"
"2020","주택사업","임대주택","보증부월세제도 관련","111"
"2020","교육","연금담당자교육","교육과정 및 교육신청방법","110"
"2020","재직관리","기준소득월액","기준소득자료 수정방법","110"
"2020","퇴직급여","조기퇴직연금","조기퇴직연금신청","110"
"2020","금융기관알선대출","융자추천발급확인서","연금담당자 추천서 발급 방법","109"
"2020","재해보상급여","순직유족보상금","진행사항(유족보상금)","109"
"2020","기타 경영사항","지부 및 상록회관 관련 문의","기타","107"
"2020","재해보상급여","공무상요양비","재활서비스","106"
"2020","민원서류 발급","발급신청","영문연금지급사실확인서","105"
"2020","퇴직급여","퇴직소득 과세제도","과세제도 개념","104"
"2020","퇴직급여","퇴직소득 과세제도","과세이연제도","103"
"2020","연금대출","연금대출상환","기한이익 상실","103"
"2020","공적연금연계","연계퇴직연금","청구절차","98"
"2020","재해보상급여","공무상요양비","지급내역서 재발행(요양비)","96"
"2020","민원서류 발급","서식요청","유족연금승계신청서","95"
"2020","후생복지사업","제휴후생복지사업(숙박등)","대명콘도","91"
"2020","연금수급자 관리","이민 또는 국적상실","연금청산 및 계속 연금지급","91"
"2020","퇴직급여","급여지급 및 계좌관련","퇴직급여산정","89"
"2020","공적연금연계","연계신청","연계반납금 예측","88"
"2020","민원서류 발급","발급신청","요양비지급결정서","83"
"2020","맞춤형복지","제도","맞춤형복지제도","83"
"2020","행정구제제도","심사청구","심사청구 정보 확인","83"
"2020","교육","퇴직자교육","교육과정 및 교육신청방법","83"
"2020","연금수급자 관리","일부정지","일부정지금액 선정산","82"
"2020","퇴직급여","연금액 조정","연금액의 조정","77"
"2020","금융기관알선대출","단기재직자 신용대출","단기재직자 융자추천서 발급","77"
"2020","연금대출","연금대출상환","원천공제자 미납금 납부","76"
"2020","금융기관알선대출","금융기관알선대출","가계자금 대출 삭제","72"
"2020","주택사업","분양주택","분양계획","70"
"2020","후생복지사업","신규후생복지사업","김해,남원 골프장 관련","69"
"2020","기타 경영사항","공단 경영사항 일반","제도개선 내용문의(재직자)","68"
"2020","금융기관알선대출","연금수급자 신용대출","대출신청 구비서류","66"
"2020","유족급여","유족연금승계","청구시효","64"
"2020","후생복지사업","제휴후생복지사업(숙박등)","한화콘도","63"
"2020","전산관련","홈페이지관련","통합아이디 전환","63"
"2020","후생복지사업","후생복지 위수탁 업체","화성상록골프장","63"
"2020","재직관리","재직기간소급통산","기타","60"
"2020","유족급여","연금법상 유족의 정의와 범위","유족의 선순위","59"
"2020","재해보상급여","사망유족연금(공무상)","유족연금 요건,절차","58"
"2020","대여학자금","해외대학대부","대부금 신청 가능 대학","57"
"2020","재해보상급여","장해급여","장애등급조정신청","56"
"2020","급여제도","연금부담금","","55"
"2020","퇴직급여","급여의 환수","환수금액 및 환수계좌 확인","55"
"2020","민원서류 발급","서식요청","소득공제신고서","54"
"2020","대여학자금","학자금 인터넷 대부","입금금액 상이","54"
"2020","g-시니어","연금아카데미운영","연금아카데미","47"
"2020","기타 경영사항","공단 경영사항 일반","제도개선 내용문의(일반인)","47"
"2020","금융기관알선대출","단기재직자 신용대출","단기재직자 대출 가능 금액","46"
"2020","전산관련","홈페이지관련","휴대폰번호 변경","45"
"2020","금융기관알선대출","금융기관알선대출","신청 구비서류","44"
"2020","행정구제제도","심사청구","심사청구기간","43"
"2020","재해보상급여","위험직무순직보상","청구절차 및 구비서류","42"
"2020","교육","퇴직자교육","교육장 위치, 교통편 등 기타","41"
"2020","주택사업","임대주택","재건축 관련 문의","39"
"2020","퇴직급여","급여의 환수","환수금 납부방법","38"
"2020","대여학자금","학자금 인터넷 대부","보증보험설정","38"
"2020","재해보상급여","장해급여","장해연금승계","38"
"2020","재해보상급여","장해급여","청구시효(장해급여)","37"
"2020","연금수급자 관리","신분변동관련","연금인상 안내방법 등록","36"
"2020","연금수급자 관리","재임용-재퇴직","재임용에 따른 신고절차","36"
"2020","유족급여","유족급여신청","청구시효","35"
"2020","g-시니어","g-시니어 관련안내","홈페이지 이용문의","35"
"2020","퇴직급여","급여지급 및 계좌관련","급여지급 계좌","35"
"2020","공적연금연계","연계신청","연계반납금 산정방법","34"
"2020","대여학자금","해외대학대부","기타","34"
"2020","재직관리","재직기간소급통산","소급통산 개념","34"
"2020","재해보상급여","위험직무순직보상","지급요건 및 지급액","34"
"2020","재해보상급여","공무상요양비","간병급여","33"
"2020","주택사업","임대주택","임대주택 매각","33"
"2020","금융기관알선대출","연금수급자 신용대출","연금수급자 대출이율","32"
"2020","재해보상급여","순직유족보상금","지급정보(유족보상금)","30"
"2020","맞춤형복지","운영자시스템","교육","30"
"2020","금융기관알선대출","연금수급자 신용대출","유족연금수급자 대출 여부","30"
"2020","맞춤형복지","사용자시스템","직접결제","30"
"2020","공적연금연계","연계퇴직연금","연계급여 산정방법","29"
"2020","연금대출","연금대출신청","연금대출 신상품","29"
"2020","교육","연금담당자교육","교육장 위치, 교통편 등 기타","28"
"2020","행정구제제도","행정소송","소송절차 및 서류","27"
"2020","민원서류 발급","발급신청","유족보상금결정서","27"
"2020","기타","기타","인사처 착신문의","27"
"2020","재해보상급여","장해급여","장해급여액 제한","26"
"2020","주택사업","분양주택","분양대금 납부","26"
"2020","아웃콜","아웃콜","급여미청구 안내","26"
"2020","민원서류 발급","발급신청","일부정지(정산차액)안내문","25"
"2020","연금지","연금수필문학상","결과(시상, 심사)","25"
"2020","후생복지사업","후생복지 위수탁 업체","수안보상록호텔","25"
"2020","각종민원","민원,건의사항","각종 악성 민원","23"
"2020","공적연금연계","연계퇴직연금","기타","23"
"2020","대여학자금","학자금 부담금 관리","대부자명단 조회","22"
"2020","후생복지사업","후생복지 위수탁 업체","남원상록골프","22"
"2020","주택사업","분양주택","시설보수 및 하자보수","21"
"2020","재해보상급여","공무상기간연장","청구시효(기간연장)","21"
"2020","교육","연금담당자교육","교육비 수납 및 환불","21"
"2020","대여학자금","학자금 상환업무","학생성명 등 수정사항 요청","21"
"2020","후생복지사업","후생복지 위수탁 업체","김해상록골프","20"
"2020","퇴직급여","급여의 환수","환수사유","19"
"2020","금융기관알선대출","생활안정자금대출","생활안정자금 대출 가능금액","18"
"2020","유족급여","유족이 없는 경우의 급여지급","유족아닌 직계비속도 없는 경우","18"
"2020","각종민원","고객만족도 설문조사","급여/재직관리/연금수급자","17"
"2020","연금수급자 관리","재임용-재퇴직","재퇴직에 따른 신고절차","16"
"2020","기타 경영사항","공단 경영사항 일반","만족도 향상(홍보물)","16"
"2020","재해보상급여","공무상재요양","재요양요건(서류)","16"
"2020","대여학자금","학자금 부담금 관리","기타","16"
"2020","연금수급자 관리","일부정지 안내문","반액정지","15"
"2020","재해보상급여","국가유공자","사실확인서 발급 절차","14"
"2020","부조급여","재해부조금","진행사항(재해부조금)","14"
"2020","주택사업","방별임대주택","입주신청 및 절차","13"
"2020","공적연금연계","연계신청","연계반납금 정보변경","13"
"2020","기타 경영사항","공단 경영사항 일반","제도개선 불만(연금수급자)","13"
"2020","g-시니어","g-시니어 관련안내","행복나눔(약정서 발송등)","13"
"2020","연금지","달력 재발송","달력발송(미구독자)","12"
"2020","맞춤형복지","운영자시스템","직접결제","12"
"2020","금융기관알선대출","연금수급자 신용대출","개인회생자 상환방법","12"
"2020","공적연금연계","연계퇴직연금","청구접수 확인","11"
"2020","퇴직급여","급여지급 및 계좌관련","창구지급","11"
"2020","유족급여","유족연금수급권의 이전 및 상실","대표자변경","11"
"2020","후생복지사업","위탁시설","상록스토아 및 임대매장","10"
"2020","금융기관알선대출","단기재직자 신용대출","단기재직자 대출신청절차","10"
"2020","교육","퇴직자교육","교육비 수납 및 환불","9"
"2020","재해보상급여","공무상요양비","중증부상자","8"
"2020","주택사업","분양주택","분양계약 해지","8"
"2020","각종민원","VOC만족도","만족도조사","7"
"2020","대여학자금","학자금 부담금 관리","부담금 예산 책정","7"
"2020","주택사업","독신자숙소","입주신청 및 절차","7"
"2020","재해보상급여","순직유족보상금","청구시효(유족보상금)","7"
"2020","주택사업","독신자숙소","퇴거 신청 및 절차","6"
"2020","공적연금연계","연계비대상 환불","연계비대상 환불","6"
"2020","대여학자금","학자금 부담금 관리","부담금 납부 방법","6"
"2020","유족급여","유족이 없는 경우의 급여지급","유족아닌 직계비속만 있는 경우","6"
"2020","재해보상급여","공무상요양승인","헬프데스크","5"
"2020","금융기관알선대출","생활안정자금대출","생활안정자금 대출 신청 절차","5"
"2020","주택사업","방별임대주택","방별임대 임대조건","5"
